"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"CDS:b2601:aroF:3-deoxy-D-arabino-heptulosonate-7-phosphate_synthase2C_tyrosine-repressible:cds2579:-:1070:NC_000913.3"	5.26895086501176	10.1167878316882	8.1357574132467	0.00434007140050576	0.0575739621010376
"CDS:b1394:paaG:12C2-epoxyphenylacetyl-CoA_isomerase2C_oxepin-CoA-forming:cds1381:+:788:NC_000913.3"	3.79082906164013	2.74875795596503	8.09946614328251	0.0044278298193239	0.058563320586534
"CDS:b0426:yajQ:phage_Phi6_host_factor2C_ATP2FGTP_binding_protein:cds418:+:491:NC_000913.3"	-1.8755451937212	8.87205501195097	8.08380976408516	0.00446624543104657	0.0588961266930889
"CDS:b2282:nuoH:NADH,ubiquinone_oxidoreductase2C_membrane_subunit_H:cds2266:-:977:NC_000913.3"	1.85136451576103	8.23699903500948	8.07368932966127	0.00449125807341696	0.0590507422433875
"CDS:b3623:waaU:lipopolysaccharide_core_biosynthesis:cds3569:-:1073:NC_000913.3"	-1.67643406370526	6.64631648355177	8.06090655293261	0.0045230546737113	0.0591312535550549
"CDS:b2100:yegV:putative_kinase:cds2084:+:965:NC_000913.3"	2.97178101630748	3.58137007361173	8.06053060248199	0.00452399329629133	0.0591312535550549
"CDS:b2251:nudI:nucleoside_triphosphatase:cds2234:+:425:NC_000913.3"	-2.16617734667357	5.35990267725564	8.05330054687354	0.00454208296508913	0.0591935973514842
"CDS:b1662:ribC:riboflavin_synthase2C_alpha_subunit:cds1652:-:641:NC_000913.3"	-1.64888822853028	7.47536811365029	8.03251765154986	0.00459449325309709	0.0595612518657751
"CDS:b2283:nuoG:NADH,ubiquinone_oxidoreductase2C_chain_G:cds2267:-:2726:NC_000913.3"	1.93717848869335	10.2049382860716	8.03149054517621	0.00459709932267346	0.0595612518657751
"CDS:b0285:paoB:PaoABC_aldehyde_oxidoreductase2C_FAD-containing_subunit:cds281:-:956:NC_000913.3"	4.13626269444561	2.44334515982177	8.00752594658898	0.00465833374615872	0.0601791719997946
"CDS:b1732:katE:catalase_HPII2C_heme_d-containing:cds1720:+:2261:NC_000913.3"	2.78563628419613	5.41154927430962	7.98542741262396	0.00471553614063244	0.0607167743624025
"CDS:b4198:ulaF:L-ribulose_5-phosphate_4-epimerase:cds4116:+:686:NC_000913.3"	3.13442188542659	3.45460128498065	7.98092674336059	0.00472727361147418	0.0607167743624025
"CDS:b3369:yhfL:small_lipoprotein:cds3307:+:167:NC_000913.3"	-3.12239873892834	4.47322779035147	7.96609125320987	0.00476617481464499	0.0610400025253094
"CDS:b3880:yihS:aldose-ketose_isomerase3B_D-mannose_isomerase:cds3808:-:1241:NC_000913.3"	3.51079150030474	3.79429773783305	7.93967683419516	0.00483624706672812	0.0617594309325855
"CDS:b1316:ycjT:putative_family_65_glycosyl_hydrolase:cds1300:+:2267:NC_000913.3"	2.6082100580661	4.38708004819745	7.93036323850726	0.00486120371366465	0.0619002558840278
"CDS:b4084:alsK:D-allose_kinase:cds4001:-:929:NC_000913.3"	3.17149223981256	4.15734724670132	7.92125534574207	0.00488573605694553	0.0620348886773313
"CDS:b1060:bssS:biofilm_regulator:cds1037:-:254:NC_000913.3"	-1.75674406060748	8.92663294747652	7.90559975165509	0.00492819994796334	0.0622022558199118
"CDS:b1694:ydiF:putative_acetyl-CoA,acetoacetyl-CoA_transferase,_alpha_subunit2Fbeta_subunit:cds1682:+:1595:NC_000913.3"	3.82427176981985	3.69769080181658	7.90215532279105	0.00493759289890817	0.0622022558199118
"CDS:b1139:lit:e14_prophage3B_cell_death_peptidase2C_inhibitor_of_T4_late_gene_expression:cds1116:+:893:NC_000913.3"	-2.56956794504792	4.92239280426622	7.90094116209177	0.00494090825932242	0.0622022558199118
"CDS:b4406:yaeP:UPF0253_family_protein:cds184:-:200:NC_000913.3"	-1.89902084330974	6.40990851085378	7.88442955882655	0.00498622030519387	0.062595375808705
"CDS:b4615:yibV:TPR-like_repeat_protein:cds3540:+:326:NC_000913.3"	5.20363473087496	1.95659934615238	7.86392766576167	0.00504307256276688	0.0631307449829184
"CDS:b1278:pgpB:phosphatidylglycerophosphatase_B:cds1260:+:764:NC_000913.3"	-1.99587198985502	5.66663884806488	7.84809880818154	0.0050874179459516	0.0634165653665143
"CDS:b2259:pmrD:inactive_two-component_system_connector_protein:cds2243:-:266:NC_000913.3"	-1.71778973300139	6.76632074386873	7.83865240664418	0.00511407168336158	0.0634165653665143
"CDS:b1312:ycjP:inner_membrane_putative_ABC_superfamily_sugar_transporter_permease:cds1296:+:842:NC_000913.3"	4.15151952453066	3.78506849532392	7.8372631782838	0.00511800348272722	0.0634165653665143
"CDS:b3838:tatB:TatABCE_protein_translocation_system_subunit:cds3772:+:515:NC_000913.3"	1.63434849146247	7.81917223316381	7.83550448363196	0.00512298536601679	0.0634165653665143
"CDS:b2633:yfjQ:CP4-57_prophage3B_uncharacterized_protein:cds2609:+:821:NC_000913.3"	4.29205036767632	3.1541986399039	7.79271735275524	0.00524572409676756	0.0647555496834307
"CDS:b2891:prfB:peptide_chain_release_factor_RF-2:cds2847:-:1022:NC_000913.3"	1.66115761222315	7.81559077853096	7.69406310050367	0.00554027616886793	0.0680251820051739
"CDS:b4279:yjhB:putative_transporter:cds4191:+:1217:NC_000913.3"	-3.25879211062778	4.18958177475174	7.69191917210065	0.00554686124734562	0.0680251820051739
"CDS:b3931:hslU:molecular_chaperone_and_ATPase_component_of_HslUV_protease:cds3858:-:1331:NC_000913.3"	2.15305751936189	8.79829183062959	7.68878169819184	0.00555651239151173	0.0680251820051739
"CDS:b2032:wbbK:lipopolysaccharide_biosynthesis_protein:cds2016:-:1118:NC_000913.3"	-1.7280807486255	7.99335289524305	7.67693740296598	0.00559310108658935	0.0682850033758327
"CDS:b0970:yccA:HflBKC-binding_inner_membrane_protein2C_UPF0005_family:cds950:-:659:NC_000913.3"	-1.72420171669474	8.79779898964223	7.67001507746672	0.00561459879145908	0.0683596630938196
"CDS:b3398:yrfF:inner_membrane_protein:cds3335:+:2135:NC_000913.3"	-1.63041657475953	7.2253017068458	7.65813972336315	0.00565167491053763	0.0684576494629115
"CDS:b2587:kgtP:alpha-ketoglutarate_transporter:cds2570:-:1298:NC_000913.3"	-1.70371614444398	9.23036549767786	7.64941449006418	0.00567907506929458	0.0684576494629115
"CDS:b3582:sgbU:putative_L-xylulose_5-phosphate_3-epimerase:cds3521:+:860:NC_000913.3"	3.86318495919778	2.81867300385118	7.62763337850802	0.00574806787466932	0.0684576494629115
"CDS:b0334:prpD:2-methylcitrate_dehydratase:cds330:+:1451:NC_000913.3"	5.35660096504488	2.07796973351407	7.62349043432519	0.00576128733103711	0.0684576494629115
"CDS:b1551:ynfN:Qin_prophage3B_cold_shock-induced_protein:cds1538:-:155:NC_000913.3"	5.35660096504488	2.07796973351407	7.62349043432519	0.00576128733103711	0.0684576494629115
"CDS:b2362:yfdS:CPS-53_28KpLE129_prophage3B_uncharacterized_protein:cds2344:+:362:NC_000913.3"	5.35660096504488	2.07796973351407	7.62349043432519	0.00576128733103711	0.0684576494629115
"CDS:b4100:phnH:ribophosphonate_triphosphate_synthase_subunit:cds4017:-:584:NC_000913.3"	5.35660096504488	2.07796973351407	7.62349043432519	0.00576128733103711	0.0684576494629115
"CDS:b4106:phnC:phosphonate_ABC_transporter_ATP-binding_subunit:cds4022:-:788:NC_000913.3"	5.35660096504488	2.07796973351407	7.62349043432519	0.00576128733103711	0.0684576494629115
"CDS:b4594:ymgJ:uncharacterized_protein:cds1152:+:185:NC_000913.3"	5.35660096504488	2.07796973351407	7.62349043432519	0.00576128733103711	0.0684576494629115
"ncRNA:gadY:rna128:+:104:NC_000913.3"	-2.57933276486744	5.05068802583762	7.59403354184317	0.00585617799462796	0.0693996133550044
"CDS:b2181:yejG:uncharacterized_protein:cds2166:-:344:NC_000913.3"	-1.82580823594622	7.77958052852984	7.58752539602606	0.00587735709883907	0.0694653589022363
"CDS:b0607:uspG:universal_stress_protein_UP12:cds605:-:428:NC_000913.3"	-1.62094660139873	8.42019872063073	7.5795129201697	0.00590353902091033	0.069589727875134
"CDS:b3287:def:peptide_deformylase:cds3223:+:509:NC_000913.3"	-1.64541057355318	8.4556256650776	7.56748286608751	0.0059430725951796	0.0697489394493362
"CDS:b1625:cnu:nucleoid-associated_oriC-binding_protein3B_H-NS_and_StpA_stabilizing_factor:cds1614:+:215:NC_000913.3"	-2.64767670232103	4.4828142547629	7.56585718076517	0.00594843565510765	0.0697489394493362
"CDS:b2325:yfcL:uncharacterized_protein:cds2309:-:278:NC_000913.3"	-2.07728922921833	5.56440194585267	7.53472039021741	0.00605211291961283	0.0701913991837954
"CDS:b0450:glnK:nitrogen_assimilation_regulatory_protein_for_GlnL2C_GlnE2C_and_AmtB:cds442:+:338:NC_000913.3"	5.06958829734305	1.92522868961694	7.51469793036429	0.00611975472595763	0.0701913991837954
"CDS:b1011:rutB:ureidoacrylate_amidohydrolase:cds993:-:692:NC_000913.3"	5.06958829734305	1.92522868961694	7.51469793036429	0.00611975472595763	0.0701913991837954
"CDS:b1459:yncI:uncharacterized_protein:cds1446:+:314:NC_000913.3"	5.06958829734305	1.92522868961694	7.51469793036429	0.00611975472595763	0.0701913991837954
"CDS:b1503:ydeR:putative_fimbrial-like_adhesin_protein:cds1489:-:503:NC_000913.3"	5.06958829734305	1.92522868961694	7.51469793036429	0.00611975472595763	0.0701913991837954
"CDS:b3504:yhiS:arsenate_reductase:cds3440:+:740:NC_000913.3"	5.06958829734305	1.92522868961694	7.51469793036429	0.00611975472595763	0.0701913991837954
"CDS:b4097:phnK:carbon-phosphorus_lyase_complex_subunit2C_putative_ATP_transporter_ATP-binding_protein:cds4014:-:758:NC_000913.3"	5.06958829734305	1.92522868961694	7.51469793036429	0.00611975472595763	0.0701913991837954
"CDS:b4102:phnF:putative_DNA-binding_transcriptional_regulator_of_phosphonate_uptake_and_biodegradation:cds4019:-:725:NC_000913.3"	5.06958829734305	1.92522868961694	7.51469793036429	0.00611975472595763	0.0701913991837954
"CDS:b2023:hisH:imidazole_glycerol_phosphate_synthase2C_glutamine_amidotransferase_subunit_with_HisF:cds2007:+:590:NC_000913.3"	2.47019628384825	4.02579911282093	7.5081466578475	0.00614205397671303	0.0701913991837954
"CDS:b2953:yggU:UPF0235_family_protein:cds2907:+:290:NC_000913.3"	2.74754003662391	3.65236170413081	7.50332430752615	0.00615852128372637	0.0701913991837954
"CDS:b1253:yciA:acyl-CoA_esterase:cds1233:-:398:NC_000913.3"	-1.92420154013272	5.67208893193689	7.50247538531874	0.00616142483426302	0.0701913991837954
"CDS:b0145:dksA:transcriptional_regulator_of_rRNA_transcription2C_DnaK_suppressor_protein:cds140:-:455:NC_000913.3"	-1.92463597256148	10.3123592882399	7.49830590484585	0.00617570591378578	0.0701913991837954
"CDS:b1178:pliG:periplasmic_inhibitor_of_g-type_lysozyme:cds1158:-:401:NC_000913.3"	-1.90846271750082	6.01435857529291	7.49246693964479	0.00619576202185631	0.0702192211157773
"CDS:b2751:cysN:sulfate_adenylyltransferase2C_subunit_1:cds2713:-:1427:NC_000913.3"	2.67943055357244	5.47277819903435	7.48840438071665	0.00620975560272288	0.0702192211157773
"CDS:b0388:aroL:shikimate_kinase_II:cds381:+:524:NC_000913.3"	2.68050546821827	7.06095937278625	7.46078377318615	0.00630575457098478	0.071123790135676
"CDS:b0658:ybeX:putative_ion_transport:cds654:-:878:NC_000913.3"	1.55907836708973	7.67984474788308	7.44536016263044	0.00636001907874789	0.0715542399644446
"CDS:b1848:yebG:DNA_damage-inducible_protein_regulated_by_LexA:cds1839:-:290:NC_000913.3"	-2.06387056875372	7.18308709771868	7.43742041793349	0.0063881389008598	0.071675844908747
"CDS:b0287:yagU:DUF1440_family_inner_membrane_protein:cds283:+:614:NC_000913.3"	-1.96553966445067	6.56162559738198	7.42764598907528	0.00642293091093213	0.071675844908747
"CDS:b4599:yneM:inner_membrane-associated_protein:cds1520:+:95:NC_000913.3"	-2.18432212037701	8.13019363159489	7.42584856412426	0.00642934985879301	0.071675844908747
"CDS:b3352:yheS:putative_transporter_subunit_of_ABC_superfamily,_ATP-binding_component:cds3290:+:1913:NC_000913.3"	1.54851114369862	6.8222121704997	7.42417216265597	0.00643534251093385	0.071675844908747
"CDS:b0624:flc:fluoride_efflux_channel2C_dual_topology_membrane_protein:cds621:-:383:NC_000913.3"	-2.36386766276475	5.19270738617794	7.41488928886596	0.00646862947465751	0.071866473463445
"CDS:b3881:yihT:putative_aldolase:cds3809:-:878:NC_000913.3"	3.2422737182193	3.20035669794212	7.36349839477981	0.00665611618624264	0.0736600954094061
"CDS:b1131:purB:adenylosuccinate_lyase:cds1108:-:1370:NC_000913.3"	1.59168432527405	6.72128776880276	7.36157986005916	0.00666322195197598	0.0736600954094061
"CDS:b4352:yjiA:GTP-binding_protein2C_putative_GTPase:cds4268:-:956:NC_000913.3"	1.84072072729464	8.05497603291519	7.3459037520618	0.00672157329492776	0.0737263394181644
"CDS:b3609:secB:protein_export_chaperone:cds3555:-:467:NC_000913.3"	-1.84311620566045	9.72284144629632	7.34417927685571	0.00672802410731694	0.0737263394181644
"CDS:b3214:gltF:periplasmic_protein:cds3158:+:764:NC_000913.3"	-2.71711408116594	4.58054610076417	7.34232053687975	0.00673498424955337	0.0737263394181644
"CDS:b2017:yefM:antitoxin_of_the_YoeB-YefM_toxin-antitoxin_system:cds2001:-:251:NC_000913.3"	-1.67358018572897	6.78398804505925	7.34216295427187	0.00673557466331565	0.0737263394181644
"CDS:b3468:yhhN:TMEM86_family_putative_inner_membrane_protein:cds3403:+:626:NC_000913.3"	-1.6787338893017	6.38696461501952	7.33527567131243	0.00676143091028425	0.0738275158852659
"CDS:b1322:ycjF:UPF0283_family_inner_membrane_protein:cds1306:+:1061:NC_000913.3"	2.133414861285	5.17250374093229	7.32248738671119	0.00680970989046893	0.0741724283167743
"CDS:b1784:yeaH:UPF0229_family_protein:cds1772:+:1283:NC_000913.3"	2.5200966135285	4.635766881094	7.27243722062141	0.00700207261969405	0.0760811998090963
"CDS:b4154:frdA:fumarate_reductase_28anaerobic29_catalytic_and_NAD2Fflavoprotein_subunit:cds4074:-:1808:NC_000913.3"	1.80530845583598	11.1672579040679	7.26252874299115	0.00704080834575426	0.0763154933866633
"CDS:b2801:fucP:L-fucose_transporter:cds2763:+:1316:NC_000913.3"	-1.68193830585982	6.2323377724304	7.25087673829622	0.00708664035428498	0.0765172825465965
"CDS:b3848:yigZ:UPF0029_family_protein:cds3781:+:614:NC_000913.3"	1.64916943190434	6.0703562761674	7.24904791433291	0.00709386147821732	0.0765172825465965
"CDS:b2682:ygaZ:putative_L-valine_exporter2C_norvaline_resistance_protein:cds2649:+:737:NC_000913.3"	-1.76095978113817	6.63640807385903	7.20159275652078	0.00728389059594058	0.0781520891281088
"CDS:b1262:trpC:fused_indole-3-glycerolphosphate_synthetase2FN-285-phosphoribosyl29anthranilate_isomerase:cds1242:-:1361:NC_000913.3"	2.72169394315091	5.81856882931924	7.19986901716924	0.00729089021725632	0.0781520891281088
"CDS:b2669:stpA:DNA_binding_protein2C_nucleoid-associated:cds2637:-:404:NC_000913.3"	-1.99292152174478	5.70406220430063	7.19807533854871	0.00729818114045121	0.0781520891281088
"CDS:b4342:yjiT:DUF1127_family_protein:cds4259:+:1502:NC_000913.3"	-1.63767707008746	7.70439384007406	7.18966396849943	0.00733247110245333	0.0783305326425543
"CDS:b1103:hinT:purine_nucleoside_phosphoramidase2C_dadA_activator_protein:cds1080:+:359:NC_000913.3"	-1.66918641875963	7.12722418347587	7.17738321617731	0.0073828310026486	0.0785922622463737
"CDS:b1390:paaC:ring_12C2-phenylacetyl-CoA_epoxidase_subunit:cds1377:+:746:NC_000913.3"	3.35410012604511	3.00182142038819	7.17507360227572	0.00739234149842129	0.0785922622463737
"CDS:b4671:ykgR:uncharacterized_protein:cds294:-:101:NC_000913.3"	-3.15469061455822	4.06483939301525	7.16395265688971	0.00743831077769623	0.0788922508259715
"CDS:b0776:bioF:8-amino-7-oxononanoate_synthase:cds757:+:1154:NC_000913.3"	3.00268256183773	3.61653241861792	7.14644643824499	0.00751126686831116	0.0793144433157414
"CDS:b2523:pepB:aminopeptidase_B:cds2504:-:1283:NC_000913.3"	1.5537720225881	6.87598608571909	7.1458388556365	0.00751381202428603	0.0793144433157414
"CDS:b4042:dgkA:diacylglycerol_kinase:cds3957:+:368:NC_000913.3"	-2.28844109506096	5.01819568502809	7.13438401922739	0.00756196152168321	0.0796335473989578
"ncRNA:sibB:rna68:+:135:NC_000913.3"	-1.69715478980845	7.40447298894042	7.112197168316	0.00765612131248034	0.0804345227249707
"CDS:b2217:rcsB:response_regulator_in_two-component_regulatory_system_with_RcsC_and_YojN:cds2200:+:650:NC_000913.3"	-1.59033250308873	8.85505774627591	7.10240638980101	0.00769805321074201	0.0806570602466267
"CDS:b2738:ygbL:putative_class_II_aldolase:cds2700:+:638:NC_000913.3"	3.61136681182773	3.52031758075957	7.09525458920046	0.00772883124762969	0.0806570602466267
"CDS:b2037:wzxB:putative_polisoprenol-linked_O-antigen_transporter:cds2021:-:1247:NC_000913.3"	-1.60121433219871	7.61563214999729	7.09438883382572	0.00773256558511289	0.0806570602466267
"CDS:b1793:yoaF:DUF333_family_outer_membrane_lipoprotein:cds1781:-:254:NC_000913.3"	-2.47954272979642	4.61134736509643	7.08685292825352	0.00776514887744676	0.0806570602466267
"CDS:b3646:yicG:UPF0126_family_inner_membrane_protein:cds3592:+:617:NC_000913.3"	-1.7381208576359	6.15470798381196	7.086183127331	0.00776805170692084	0.0806570602466267
"CDS:b3540:dppF:dipeptide_transporter:cds3477:-:1004:NC_000913.3"	2.49697424226817	4.50061946215219	7.06907029395335	0.00784259401344765	0.0810721821949072
"CDS:b1105:lpoB:OM_lipoprotein_stimulator_of_MrcB_transpeptidase:cds1082:+:641:NC_000913.3"	1.52425234544684	6.91321412474223	7.06863078712609	0.00784451807916519	0.0810721821949072
"CDS:b0618:citC:5Bcitrate_5Bpro-3S5D-lyase5D_ligase:cds615:-:1058:NC_000913.3"	4.09365168766098	2.42804540740451	7.05117892645502	0.00792130997133174	0.0816758735791142
"CDS:b1308:pspE:thiosulfate,cyanide_sulfurtransferase_28rhodanese29:cds1292:+:314:NC_000913.3"	-1.65488634819943	8.55550184643446	7.03661112947141	0.00798599986369832	0.082010447831279
"CDS:b1179:ycgL:UPF0745_family_protein:cds1159:+:293:NC_000913.3"	-1.75051390653625	6.16407891114184	7.03556480070101	0.00799066694665702	0.082010447831279
"CDS:b2996:hybA:hydrogenase_2_4Fe-4S_ferredoxin-type_component:cds2949:-:986:NC_000913.3"	2.10540330513251	8.52419677917429	7.02242927879398	0.00804949499693182	0.0824238612128226
"CDS:b2033:wbbJ:putative_lipopolysaccharide_biosynthesis_O-acetyl_transferase:cds2017:-:590:NC_000913.3"	-1.54601094246819	7.5088829487414	6.99483296761002	0.0081745336323329	0.0835117872691664
"CDS:b3974:coaA:pantothenate_kinase:cds3896:-:950:NC_000913.3"	-1.56668141455584	7.30108682694324	6.98669522167136	0.00821178370615135	0.0836999238305885
"CDS:b4499:yehH:methionyl-tRNA_synthetase:cds2099:+:947:NC_000913.3"	4.8873056360442	3.20080814878761	6.97159686459174	0.00828135622030866	0.084171316317581
"CDS:b2598:pheL:pheA_gene_leader_peptide:cds2576:+:47:NC_000913.3"	-3.68577696134542	3.75655963465996	6.96845426787925	0.00829591281437905	0.084171316317581
"CDS:b3624:waaZ:lipopolysaccharide_core_biosynthesis_protein:cds3570:-:851:NC_000913.3"	-1.76790921481153	6.05721730213683	6.96427134333804	0.00831532885606206	0.084176130834487
"CDS:b3904:rhaB:rhamnulokinase:cds3832:-:1469:NC_000913.3"	4.62285876697066	3.430557470667	6.95593678811008	0.00835415440970707	0.0843769595380414
"CDS:b3531:bcsZ:endo-12C4-D-glucanase:cds3467:-:1106:NC_000913.3"	2.4281379621963	4.1653790708526	6.93899208586837	0.00843366223244135	0.084986836646189
"CDS:b1778:msrB:methionine_sulfoxide_reductase_B:cds1766:-:413:NC_000913.3"	-1.71361496243438	7.42842312716014	6.93398055241621	0.00845732536408374	0.0850003034762614
"CDS:b4067:actP:acetate_transporter:cds3983:-:1649:NC_000913.3"	2.8184896358266	4.14466663129865	6.93061545552958	0.00847325257425378	0.0850003034762614
"CDS:b1712:ihfA:integration_host_factor_28IHF292C_DNA-binding_protein2C_alpha_subunit:cds1700:-:299:NC_000913.3"	-1.63955429154358	8.79295387991544	6.91966555043806	0.00852529190537062	0.0853297234852861
"CDS:b0167:glnD:uridylyltransferase:cds161:-:2672:NC_000913.3"	1.54968860311984	6.2589656638445	6.90191530828377	0.00861034563049969	0.0859873617571699
"CDS:b2042:wcaN:putative_regulatory_subunit_for_GalU:cds2026:-:893:NC_000913.3"	-1.52972088780271	8.31743098421814	6.89364039618591	0.00865029278442049	0.0861926034393826
"CDS:b2479:gcvR:transcriptional_repressor2C_regulatory_protein_accessory_to_GcvA:cds2460:+:572:NC_000913.3"	-1.56908126361958	7.36701846466623	6.88179623079672	0.00870780083831012	0.0865715143746089
"CDS:b0849:grxA:glutaredoxin_12C_redox_coenzyme_for_ribonucleotide_reductase_28RNR1a29:cds830:-:257:NC_000913.3"	-2.31741701332426	4.87759056431161	6.8763343136973	0.00873445227303883	0.0866426471013048
"CDS:b4095:phnM:ribophosphonate_triphosphate_hydrolase:cds4012:-:1136:NC_000913.3"	3.96164499820795	2.89855247817597	6.86610695060141	0.00878458147979496	0.0869153967926137
"CDS:b3652:recG:ATP-dependent_DNA_helicase:cds3598:+:2081:NC_000913.3"	1.52996679331085	6.49955718316146	6.86237857781738	0.00880292918634004	0.0869153967926137
"CDS:b2634:yfjR:CP4-57_prophage3B_putative_DNA-binding_transcriptional_regulator:cds2610:+:701:NC_000913.3"	4.11500520371673	2.56687328527505	6.85879081951857	0.00882062195172565	0.0869153967926137
"CDS:b1716:rplT:50S_ribosomal_subunit_protein_L20:cds1704:-:356:NC_000913.3"	-1.71835152904366	10.4279062744861	6.84674103797312	0.00888031145525634	0.0873028146863406
"CDS:b2600:tyrA:fused_chorismate_mutase_T2Fprephenate_dehydrogenase:cds2578:-:1121:NC_000913.3"	3.7108575355107	8.19678505654794	6.8429393055896	0.00889922930983625	0.0873028146863406
"CDS:b2809:ygdI:DUF903_family_verified_lipoprotein:cds2771:-:227:NC_000913.3"	-2.35340435543842	5.52772062434693	6.81331564592687	0.00904806062218171	0.0879995441949607
"CDS:b4226:ppa:inorganic_pyrophosphatase:cds4143:-:530:NC_000913.3"	-1.71680923289661	10.2543301119418	6.81324056817765	0.0090484410381242	0.0879995441949607
"CDS:b0052:pdxA:4-hydroxy-L-threonine_phosphate_dehydrogenase2C_NAD-dependent:cds50:-:989:NC_000913.3"	1.49309036337936	6.8571415647819	6.81215171924049	0.00905396003342143	0.0879995441949607
"CDS:b4687:shoB:toxic_membrane_protein:cds2545:-:80:NC_000913.3"	-2.78333632595326	4.2175554391724	6.80985906000624	0.00906559199520193	0.0879995441949607
"CDS:b1094:acpP:acyl_carrier_protein_28ACP29:cds1071:+:236:NC_000913.3"	-1.70441661100576	12.066829905577	6.80913672983235	0.00906925995528623	0.0879995441949607
"CDS:b0131:panD:aspartate_1-decarboxylase:cds126:-:380:NC_000913.3"	-1.60616984218871	7.86636478543468	6.79223958816857	0.0091554978141997	0.0884862072545273
"CDS:b3991:thiG:thiamine_biosynthesis_ThiGH_complex_subunit:cds3908:-:770:NC_000913.3"	3.42654393814885	3.07270408129979	6.79151036851317	0.00915923837468104	0.0884862072545273
"CDS:b3688:yidQ:DUF1375_family_outer_membrane_protein:cds3635:+:332:NC_000913.3"	-1.53006514932933	7.29945911763835	6.77947225676635	0.00922121500521283	0.0888917125448282
"CDS:b1683:sufB:component_of_SufBCD_Fe-S_cluster_assembly_scaffold:cds1671:-:1487:NC_000913.3"	1.93832159150495	5.01578746159741	6.7671600094791	0.00928504734223925	0.0893133125301109
"CDS:b1731:cedA:cell_division_modulator:cds1719:-:242:NC_000913.3"	-2.41771365723886	4.56421735579195	6.75597027453418	0.00934345258091216	0.0896810005822325
"CDS:b1680:sufS:cysteine_desulfurase2C_stimulated_by_SufE3B_selenocysteine_lyase2C_PLP-dependent:cds1668:-:1220:NC_000913.3"	1.99515152354194	4.93916962510456	6.73452167838315	0.00945645853447867	0.090570046825912
"CDS:b3212:gltB:glutamate_synthase2C_large_subunit:cds3156:+:4460:NC_000913.3"	1.49287549155228	7.32388035923496	6.70016377799231	0.00964040556183862	0.0921332522942168
"CDS:b3554:yiaF:barrier_effect_co-colonization_resistance_factor3B_DUF3053_family_lipoprotein:cds3490:-:710:NC_000913.3"	-1.53551749551943	8.47496750938242	6.69024660318569	0.00969417944031479	0.0924483550059204
"CDS:b0936:ssuA:aliphatic_sulfonate_binding_protein2C_SsuABC_ABC_transporter:cds916:-:959:NC_000913.3"	3.70383289500792	2.82292141869304	6.68124862664874	0.00974323506215457	0.0927172090282975
"CDS:b4187:aidB:DNA_alkylation_damage_repair_protein3B_flavin-containing_DNA_binding_protein2C_weak_isovaleryl_CoA_dehydrogenase:cds4105:+:1625:NC_000913.3"	2.47454855024827	4.03899185261147	6.66633397199395	0.00982510848842608	0.0932582771453543
"CDS:b2728:hypC:hydrogenase_maturation_protein:cds2690:+:272:NC_000913.3"	1.95600252316383	5.74214933681197	6.6632611729913	0.00984206390215372	0.0932582771453543
"CDS:b4212:ytfH:DUF24_family_HxlR-type_putative_transcriptional_regulator:cds4130:+:380:NC_000913.3"	-2.97651270925623	3.92690081260372	6.65467556638344	0.0098895975804077	0.0935093013773017
"CDS:b1395:paaH:3-hydroxyadipyl-CoA_dehydrogenase2C_NAD2B-dependent:cds1382:+:1427:NC_000913.3"	3.14191995052612	3.1789280027295	6.63454571272454	0.0100019699546052	0.0942039848807193
"CDS:b0043:fixC:putative_oxidoreductase:cds41:+:1286:NC_000913.3"	4.67055721303943	2.84191983719194	6.63392357375274	0.0100054637407065	0.0942039848807193
"CDS:b1809:yoaB:putative_reactive_intermediate_deaminase:cds1799:+:344:NC_000913.3"	-1.59200067656634	7.45176686583872	6.62535475071818	0.0100537116941514	0.094458128475283
"CDS:b3736:atpF:F0_sector_of_membrane-bound_ATP_synthase2C_subunit_b:cds3684:-:470:NC_000913.3"	1.58545551832437	9.7005251037748	6.6096011933338	0.0101430374928701	0.0950963261989764
"CDS:b1384:feaR:transcriptional_activator_for_tynA_and_feaB:cds1371:-:905:NC_000913.3"	-2.87738068976221	4.81797757749016	6.60093012519066	0.0101925508955633	0.0953593603787013
"CDS:b2607:trmD:tRNA_m28129G37_methyltransferase2C_SAM-dependent:cds2585:-:767:NC_000913.3"	1.68424795089195	10.6653719763224	6.58810205202349	0.0102662564259311	0.0956520993733241
"CDS:b1685:ydiH:uncharacterized_protein:cds1673:-:188:NC_000913.3"	-2.91681641029809	5.06591388081363	6.58551094733846	0.0102812101979874	0.0956520993733241
"CDS:b1279:yciS:DUF1049_family_inner_membrane_protein2C_function_unknown:cds1261:+:308:NC_000913.3"	-1.51059488466306	6.514095672221	6.58069035836463	0.0103090902077752	0.0956520993733241
"CDS:b0917:ycaR:peroxide_and_acid_resistance_protein2C_UPF0434_family:cds897:+:182:NC_000913.3"	-1.62111158833664	6.63542939083936	6.58054432514208	0.0103099360035604	0.0956520993733241
"CDS:b3581:sgbH:3-keto-L-gulonate_6-phosphate_decarboxylase:cds3520:+:662:NC_000913.3"	3.80513128971812	2.34267357021903	6.56312158380224	0.010411357447536	0.0963918177017706
"CDS:b4537:yecJ:uncharacterized_protein:cds1894:-:251:NC_000913.3"	-2.04309589824231	5.51350100871084	6.55464931263015	0.0104610454408981	0.0966504905184019
